address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2344 Pacific St # 1,Brooklyn,NY,11233,2094/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2344-Pacific-St-1-Brooklyn-NY-11233/2106698319_zpid/
525 Halsey St # 2,Brooklyn,NY,11233,2100/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/525-Halsey-St-2-Brooklyn-NY-11233/2097689983_zpid/
524 Hancock St # 3,Brooklyn,NY,11233,1850/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/524-Hancock-St-3-Brooklyn-NY-11233/2091909097_zpid/
203 Mother Gaston Blvd # 1,Brooklyn,NY,11233,2100/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/203-Mother-Gaston-Blvd-1-Brooklyn-NY-11233/2091929795_zpid/
1871 Prospect Pl # 1,Brooklyn,NY,11233,2350/000000,1100.0,3.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/1871-Prospect-Pl-1-Brooklyn-NY-11233/2100503379_zpid/
687 Decatur St # 2,Brooklyn,NY,11233,1900/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/687-Decatur-St-2-Brooklyn-NY-11233/2091951257_zpid/
1208 Herkimer St # GARDEN,Brooklyn,NY,11233,1950/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1208-Herkimer-St-GARDEN-Brooklyn-NY-11233/2091970547_zpid/
447 Decatur St # 4A,Brooklyn,NY,11233,3250/000000,882.0,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/447-Decatur-St-4A-Brooklyn-NY-11233/2091977553_zpid/
291 Macdougal St APT 1,Brooklyn,NY,11233,2600/000000,1375.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/291-Macdougal-St-APT-1-Brooklyn-NY-11233/2091983050_zpid/
NA,NA,NA,NA,11900,NA,NA,NA,NA,For Rent,NA
205 Hull St # L4,Brooklyn,NY,11233,2300/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/205-Hull-St-L4-Brooklyn-NY-11233/2092026871_zpid/
353 Marion St APT 2R,Brooklyn,NY,11233,1800/000000,750.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/353-Marion-St-APT-2R-Brooklyn-NY-11233/2096342662_zpid/
405 Halsey St # 2ND,Brooklyn,NY,11233,2395/000000,1000.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/405-Halsey-St-2ND-Brooklyn-NY-11233/2092063056_zpid/
570 Hancock St APT 2L,Brooklyn,NY,11233,3500/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/570-Hancock-St-APT-2L-Brooklyn-NY-11233/2092069178_zpid/
444 Ralph Ave # 2B,Brooklyn,NY,11233,1800/000000,800.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/444-Ralph-Ave-2B-Brooklyn-NY-11233/2092084947_zpid/
444 Ralph Ave # 2B,Brooklyn,NY,11233,1800/000000,800.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/444-Ralph-Ave-2B-Brooklyn-NY-11233/2092084947_zpid/
11 Pleasant Pl # 1,Brooklyn,NY,11233,2395/000000,2619.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11-Pleasant-Pl-1-Brooklyn-NY-11233/2098062424_zpid/
864 Herkimer St # 1,Brooklyn,NY,11233,2250/000000,1000.0,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/864-Herkimer-St-1-Brooklyn-NY-11233/2092157577_zpid/
838 Herkimer St # 4B,Brooklyn,NY,11233,2062/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/838-Herkimer-St-4B-Brooklyn-NY-11233/2092192391_zpid/
238 Bainbridge St # 1F,Brooklyn,NY,11233,2200/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/238-Bainbridge-St-1F-Brooklyn-NY-11233/2092347710_zpid/
1427 Pitkin Ave # 2,Brooklyn,NY,11233,2200/000000,908.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1427-Pitkin-Ave-2-Brooklyn-NY-11233/2092405247_zpid/
227 Macdonough St # 1G,Brooklyn,NY,11233,2000/000000,500.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/227-Macdonough-St-1G-Brooklyn-NY-11233/2092435324_zpid/
Chauncey St,Brooklyn,NY,11233,3500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Chauncey-St-Brooklyn-NY-11233/2092539625_zpid/
88 Hull St APT 3,Brooklyn,NY,11233,2500/000000,900.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/88-Hull-St-APT-3-Brooklyn-NY-11233/2112608334_zpid/
28 Macdougal St APT 2R,Brooklyn,NY,11233,1450/000000,500.0,1.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/28-Macdougal-St-APT-2R-Brooklyn-NY-11233/2092612996_zpid/
84 Chauncey St # 2S,Brooklyn,NY,11233,2195/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/84-Chauncey-St-2S-Brooklyn-NY-11233/2093495210_zpid/
554 Bainbridge St # 2,Brooklyn,NY,11233,2300/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/554-Bainbridge-St-2-Brooklyn-NY-11233/2092726848_zpid/
375 Chauncey St APT 1R,Brooklyn,NY,11233,2399/000000,1400.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/375-Chauncey-St-APT-1R-Brooklyn-NY-11233/2102326679_zpid/
Hancock St,Brooklyn,NY,11233,2350/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Hancock-St-Brooklyn-NY-11233/2104496751_zpid/
2010 Bergen St # 2,Brooklyn,NY,11233,1750/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2010-Bergen-St-2-Brooklyn-NY-11233/2095043162_zpid/
778 Hancock St,Brooklyn,NY,11233,2200/000000,2391.0,2.0,NA,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/778-Hancock-St-Brooklyn-NY-11233/30604939_zpid/
1556 E 35th St,Brooklyn,NY,11234,3300/000000,1500.0,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/1556-E-35th-St-Brooklyn-NY-11234/30756376_zpid/
E 53rd Street #,Brooklyn,NY,11234,1650/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-53rd-Street-Brooklyn-NY-11234/2091326563_zpid/
Kings Hwy,Brooklyn,NY,11234,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Kings-Hwy-Brooklyn-NY-11234/2091327708_zpid/
E 40th St,Brooklyn,NY,11234,1975/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-40th-St-Brooklyn-NY-11234/2091327715_zpid/
2714 Mill Ave,Brooklyn,NY,11234,1750/000000,2099.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2714-Mill-Ave-Brooklyn-NY-11234/30787351_zpid/
Kings Hwy,Brooklyn,NY,11234,1400/000000,1708.0,1.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Kings-Hwy-Brooklyn-NY-11234/2117511773_zpid/
E 34th St,Brooklyn,NY,11234,1350/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-34th-St-Brooklyn-NY-11234/2091331858_zpid/
Avenue N #,Brooklyn,NY,11234,1700/000000,1000.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-N-Brooklyn-NY-11234/2091331873_zpid/
2211 Ralph Avenue # FL 3RD,Brooklyn,NY,11234,2400/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2211-Ralph-Avenue-FL-3RD-Brooklyn-NY-11234/2091333757_zpid/
Avenue J,Brooklyn,NY,11234,2700/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-J-Brooklyn-NY-11234/2091334235_zpid/
Avenue J,Brooklyn,NY,11234,3000/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-J-Brooklyn-NY-11234/2091334237_zpid/
Mill Ln,Brooklyn,NY,11234,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Mill-Ln-Brooklyn-NY-11234/2091334242_zpid/
Mill Ln,Brooklyn,NY,11234,1800/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Mill-Ln-Brooklyn-NY-11234/2091334244_zpid/
1470 E 55th St,Brooklyn,NY,11234,3200/000000,1400.0,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/1470-E-55th-St-Brooklyn-NY-11234/30764657_zpid/
Cove Ln,Brooklyn,NY,11234,3000/000000,1000.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Cove-Ln-Brooklyn-NY-11234/2091337254_zpid/
National Dr,Brooklyn,NY,11234,3500/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/National-Dr-Brooklyn-NY-11234/2091338688_zpid/
E 73rd St,Brooklyn,NY,11234,2500/000000,NA,3.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-73rd-St-Brooklyn-NY-11234/2091340013_zpid/
3502 Kings Hwy,Brooklyn,NY,11234,1975/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3502-Kings-Hwy-Brooklyn-NY-11234/2098692899_zpid/
2149 E 33rd St # 1,Brooklyn,NY,11234,1900/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2149-E-33rd-St-1-Brooklyn-NY-11234/2101285911_zpid/
E 73rd St,Brooklyn,NY,11234,1750/000000,1000.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-73rd-St-Brooklyn-NY-11234/2101096302_zpid/
NA,NA,NA,NA,32300,NA,NA,NA,NA,For Rent,NA
1143 E 72nd St,Brooklyn,NY,11234,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1143-E-72nd-St-Brooklyn-NY-11234/30780167_zpid/
2631 Mill Ave,Brooklyn,NY,11234,1450/000000,NA,1.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2631-Mill-Ave-Brooklyn-NY-11234/30788698_zpid/
1219 E 73rd St # 2,Brooklyn,NY,11234,2500/000000,1000.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1219-E-73rd-St-2-Brooklyn-NY-11234/2091363661_zpid/
E 58th St,Brooklyn,NY,11234,1700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-58th-St-Brooklyn-NY-11234/2091363878_zpid/
1933 Schenectady Ave,Brooklyn,NY,11234,3000/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/1933-Schenectady-Ave-Brooklyn-NY-11234/30762109_zpid/
1580 E 66th St,Brooklyn,NY,11234,2500/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1580-E-66th-St-Brooklyn-NY-11234/30782008_zpid/
E 53rd Street #,Brooklyn,NY,11234,1650/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-53rd-Street-Brooklyn-NY-11234/2091368873_zpid/
E 34th St,Brooklyn,NY,11234,1350/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-34th-St-Brooklyn-NY-11234/2091368911_zpid/
2070 E 61st St # 1FL,Brooklyn,NY,11234,1650/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2070-E-61st-St-1FL-Brooklyn-NY-11234/2091369563_zpid/
2118 E 65th St,Brooklyn,NY,11234,3400/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2118-E-65th-St-Brooklyn-NY-11234/30783421_zpid/
2152 E 64th St # 2,Brooklyn,NY,11234,1600/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2152-E-64th-St-2-Brooklyn-NY-11234/2091382323_zpid/
NA,NA,NA,NA,1195021895,NA,NA,NA,NA,For Rent,NA
Avenue N #,Brooklyn,NY,11234,1700/000000,1000.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-N-Brooklyn-NY-11234/2091387720_zpid/
5513 Avenue K # 2FL,Brooklyn,NY,11234,1600/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/5513-Avenue-K-2FL-Brooklyn-NY-11234/2091387796_zpid/
E 71st St,Brooklyn,NY,11234,3000/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-71st-St-Brooklyn-NY-11234/2091388832_zpid/
NA,NA,NA,NA,1164922125,NA,NA,NA,NA,For Rent,NA
4011 Kings Hwy APT 1C,Brooklyn,NY,11234,1750/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/4011-Kings-Hwy-APT-1C-Brooklyn-NY-11234/2091394900_zpid/
E 60th St,Brooklyn,NY,11234,1350/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-60th-St-Brooklyn-NY-11234/2091398905_zpid/
Hendrickson Street #,Brooklyn,NY,11234,1700/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Hendrickson-Street-Brooklyn-NY-11234/2091400264_zpid/
1509 Marine Pkwy # 1,Brooklyn,NY,11234,3000/000000,1500.0,4.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1509-Marine-Pkwy-1-Brooklyn-NY-11234/2091403123_zpid/
3626 Kings Hwy # 6,Brooklyn,NY,11234,2000/000000,1300.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3626-Kings-Hwy-6-Brooklyn-NY-11234/2091403350_zpid/
NA,NA,NA,NA,32200,NA,NA,NA,NA,For Rent,NA
E 64th St,Brooklyn,NY,11234,3300/000000,NA,3.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-64th-St-Brooklyn-NY-11234/2091404390_zpid/
(Undisclosed Address),Brooklyn,NY,11234,1750/000000,800.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Brooklyn-NY-11234/2115883707_zpid/
984 E 54th St,Brooklyn,NY,11234,1450/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/984-E-54th-St-Brooklyn-NY-11234/30758324_zpid/
1073 E 59th St # DUPLEX,Brooklyn,NY,11234,2300/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1073-E-59th-St-DUPLEX-Brooklyn-NY-11234/2091425325_zpid/
E 34th St,Brooklyn,NY,11234,1350/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-34th-St-Brooklyn-NY-11234/2091426066_zpid/
2170 E 66th St,Brooklyn,NY,11234,3400/000000,1275.0,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2170-E-66th-St-Brooklyn-NY-11234/30783467_zpid/
Avenue N #,Brooklyn,NY,11234,1700/000000,1000.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-N-Brooklyn-NY-11234/2091426093_zpid/
E 65th St,Brooklyn,NY,11234,3199/000000,NA,4.0,3.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-65th-St-Brooklyn-NY-11234/2091430433_zpid/
E 60th Street #,Brooklyn,NY,11234,1100/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-60th-Street-Brooklyn-NY-11234/2095247258_zpid/
7264 Bergen Ct # 2,Brooklyn,NY,11234,3000/000000,NA,4.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/7264-Bergen-Ct-2-Brooklyn-NY-11234/2101767452_zpid/
Mayfair Dr N,Brooklyn,NY,11234,2300/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/Mayfair-Dr-N-Brooklyn-NY-11234/2091432648_zpid/
Avenue L,Brooklyn,NY,11234,2050/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-L-Brooklyn-NY-11234/2091437328_zpid/
2065 E 33rd St,Brooklyn,NY,11234,1800/000000,NA,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2065-E-33rd-St-Brooklyn-NY-11234/30785631_zpid/
1135 E 72nd Street # FL 1ST,Brooklyn,NY,11234,2250/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1135-E-72nd-Street-FL-1ST-Brooklyn-NY-11234/2091445163_zpid/
E 64th St,Brooklyn,NY,11234,3300/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-64th-St-Brooklyn-NY-11234/2091452430_zpid/
1851 Hendrickson St,Brooklyn,NY,11234,1500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1851-Hendrickson-St-Brooklyn-NY-11234/2091456163_zpid/
E 59th St,Brooklyn,NY,11234,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-59th-St-Brooklyn-NY-11234/2091458145_zpid/
E 59th St,Brooklyn,NY,11234,2300/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-59th-St-Brooklyn-NY-11234/2091463945_zpid/
5510 Fillmore Ave,Brooklyn,NY,11234,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/5510-Fillmore-Ave-Brooklyn-NY-11234/30785604_zpid/
E 66th St,Brooklyn,NY,11234,2500/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-66th-St-Brooklyn-NY-11234/2091471962_zpid/
4210 Avenue R # 2,Brooklyn,NY,11234,2350/000000,1350.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/4210-Avenue-R-2-Brooklyn-NY-11234/2091475558_zpid/
1134 E 58th St # 2FL,Brooklyn,NY,11234,2300/000000,900.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1134-E-58th-St-2FL-Brooklyn-NY-11234/2091476123_zpid/
1131 E 73rd St # TOP,Brooklyn,NY,11234,1750/000000,1400.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1131-E-73rd-St-TOP-Brooklyn-NY-11234/2091482286_zpid/
Kings Hwy,Brooklyn,NY,11234,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Kings-Hwy-Brooklyn-NY-11234/2094225125_zpid/
E 60th St,Brooklyn,NY,11234,2075/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-60th-St-Brooklyn-NY-11234/2092420553_zpid/
3306 Avenue N # 2,Brooklyn,NY,11234,2500/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3306-Avenue-N-2-Brooklyn-NY-11234/2091489593_zpid/
56 Drve,Brooklyn,NY,11234,3650/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/56-Drve-Brooklyn-NY-11234/2091499935_zpid/
56th Dr,Brooklyn,NY,11234,3650/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/56th-Dr-Brooklyn-NY-11234/2091505584_zpid/
E 64th St,Brooklyn,NY,11234,2800/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-64th-St-Brooklyn-NY-11234/2091505965_zpid/
3921 Avenue R,Brooklyn,NY,11234,1500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3921-Avenue-R-Brooklyn-NY-11234/30765023_zpid/
Cove Lane #,Brooklyn,NY,11234,2000/000000,950.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Cove-Lane-Brooklyn-NY-11234/2091509599_zpid/
2113 E 64th St,Brooklyn,NY,11234,3400/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2113-E-64th-St-Brooklyn-NY-11234/2091511731_zpid/
Cove Lane #,Brooklyn,NY,11234,2000/000000,950.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Cove-Lane-Brooklyn-NY-11234/2091509599_zpid/
2113 E 64th St,Brooklyn,NY,11234,3400/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/2113-E-64th-St-Brooklyn-NY-11234/2091511731_zpid/
E 71st St,Brooklyn,NY,11234,1800/000000,2058.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-71st-St-Brooklyn-NY-11234/2097109215_zpid/
Cove Ln,Brooklyn,NY,11234,2000/000000,1000.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Cove-Ln-Brooklyn-NY-11234/2091538260_zpid/
3717 E 38th St,Brooklyn,NY,11234,1500/000000,NA,1.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/3717-E-38th-St-Brooklyn-NY-11234/2091544272_zpid/
1134 E 58th St,Brooklyn,NY,11234,2200/000000,1200.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1134-E-58th-St-Brooklyn-NY-11234/30761373_zpid/
1295 E 58th St,Brooklyn,NY,11234,2100/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1295-E-58th-St-Brooklyn-NY-11234/30763588_zpid/
E 51st St,Brooklyn,NY,11234,2400/000000,1584.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-51st-St-Brooklyn-NY-11234/2098839385_zpid/
2111 E 64th St,Brooklyn,NY,11234,3400/000000,NA,4.0,2.5,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/2111-E-64th-St-Brooklyn-NY-11234/30783449_zpid/
1052 E 59th St # 2,Brooklyn,NY,11234,2400/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1052-E-59th-St-2-Brooklyn-NY-11234/2091564299_zpid/
1816 E 53rd St # 1,Brooklyn,NY,11234,1700/000000,1100.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1816-E-53rd-St-1-Brooklyn-NY-11234/2098395107_zpid/
2416 E 64th St # 1,Brooklyn,NY,11234,3000/000000,1250.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2416-E-64th-St-1-Brooklyn-NY-11234/2092442275_zpid/
23 Cove Ln # 2B,Brooklyn,NY,11234,2000/000000,980.0,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/23-Cove-Ln-2B-Brooklyn-NY-11234/30780991_zpid/
1837 Ryder St,Brooklyn,NY,11234,1500/000000,1204.0,1.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/1837-Ryder-St-Brooklyn-NY-11234/30784243_zpid/
1602 E 43rd St # 44,Brooklyn,NY,11234,1600/000000,550.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1602-E-43rd-St-44-Brooklyn-NY-11234/2092053706_zpid/
E 64th St,Brooklyn,NY,11234,2100/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-64th-St-Brooklyn-NY-11234/2091577925_zpid/
E 70th St,Brooklyn,NY,11234,1300/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-70th-St-Brooklyn-NY-11234/2091578542_zpid/
National Dr,Brooklyn,NY,11234,3500/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/National-Dr-Brooklyn-NY-11234/2091579481_zpid/
E 64th St,Brooklyn,NY,11234,2800/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/E-64th-St-Brooklyn-NY-11234/2091580877_zpid/
Mayfair Dr S,Brooklyn,NY,11234,3000/000000,NA,4.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Mayfair-Dr-S-Brooklyn-NY-11234/2091584083_zpid/
56th Dr,Brooklyn,NY,11234,3650/000000,NA,4.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/56th-Dr-Brooklyn-NY-11234/2091587164_zpid/
Mayfair Dr N,Brooklyn,NY,11234,2400/000000,2320.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Mayfair-Dr-N-Brooklyn-NY-11234/2091597521_zpid/
Avenue R,Brooklyn,NY,11234,1700/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Avenue-R-Brooklyn-NY-11234/2091602539_zpid/
1542 Ryder St,Brooklyn,NY,11234,2400/000000,NA,4.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1542-Ryder-St-Brooklyn-NY-11234/30756622_zpid/
